,Compound_Name,smiles,Molecular_Formula,ID,aliphatic_carboxylic_acids,aliphatic_hydroxyl_groups,aliphatic_hydroxyl_groups_excluding_tert-OH,N_functional_groups_attached_to_aromatics,Aromatic_carboxylic_acide,aromatic_nitrogens,aromatic_amines,aromatic_hydroxyl_groups,carboxylic_acids,carbonyl_O,"carbonyl_O,_excluding_COOH",thiocarbonyl,C(OH)CCN-Ctert-alkyl_or_C(OH)CCNcyclic,Imines,Tertiary_amines,Secondary_amines,Primary_amines,hydroxylamine_groups,XCCNR_groups,"tert-alicyclic_amines_(no_heteroatoms,_not_quinine-like_bridged_N)",H-pyrrole_nitrogens,thiol_groups,aldehydes,alkyl_carbamates_(subject_to_hydrolysis),alkyl_halides,allylic_oxidation_sites_excluding_steroid_dienone,amides,amidine_groups,anilines,aryl_methyl_sites_for_hydroxylation,azide_groups,azo_groups,barbiturate_groups,benzene_rings,benzodiazepines_with_no_additional_fused_rings,Bicyclic,diazo_groups,dihydropyridines,epoxide_rings,esters,ether_oxygens_(including_phenoxy),furan_rings,guanidine_groups,halogens,hydrazine_groups,hydrazone_groups,imidazole_rings,imide_groups,isocyanates,isothiocyanates,ketones,"ketones_excluding_diaryl,_a,b-unsat._dienones,_heteroatom_on_Calpha",beta_lactams,cyclic_esters_(lactones),methoxy_groups_-OCH3,morpholine_rings,nitriles,nitro_groups,nitro_benzene_ring_substituents,non-ortho_nitro_benzene_ring_substituents,"nitroso_groups,_excluding_NO2",oxazole_rings,oxime_groups,para-hydroxylation_sites,phenols,phenolic_OH_excluding_ortho_intramolecular_Hbond_substituents,phosphoric_acid_groups,phosphoric_ester_groups,piperdine_rings,piperzine_rings,primary_amides,primary_sulfonamides,pyridine_rings,quarternary_nitrogens,thioether,sulfonamides,sulfone_groups,terminal_acetylenes,tetrazole_rings,thiazole_rings,thiocyanates,thiophene_rings,unbranched_alkanes_of_at_least_4_members_(excludes_halogenated_alkanes),urea_groups
846,"1,5-HEXADIENE, 2,5-DIMETHYL-",CC(=C)CC(=C)C(=C)C,C9H14,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,2-N-heptyl-6-methyl pyrazine,CCCCCCCC1=NC(=CN=C1)C,C12H20N2,891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
848,"Hypoxanthine, 7-butyl-",CCCCC1=NC2=C(N1)C(=O)NC=N2,C9H12N4O,892,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,"Benzene, 1-ethoxy-4-methyl-",CCOC1=C(C=C(C=C1)C)[N+](=O)[O-],C9H11NO3,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,2-Octanone,CCCCCCC(=O)C,C8H16O,894,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
851,"Benzene, 1,3,5-triethyl-",CCC1=C(C(=C(C(=C1I)CC)I)CC)I,C12H15I3,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,2-FURFURYL ETHYL ETHER,CCOCC1=CC=CO1,C7H10O2,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,"BIGUANIDE, 1-PHENYL-",C1=CC=C(C=C1)C[N+](=C(N)N=C(N)N)C2=CC=CC=C2.[Cl-],C15H18ClN5,897,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,N-methyl-o-methoxybenzylamine,CNCC1=CC=CC=C1OC,C9H13NO,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,Propylene Carbonate,CC1COC(=O)O1,C4H6O3,899,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Phthalamide,CC1(CC(CC(N1)(C)C)NC(=O)C2=CC=CC=C2C(=O)NC3CC(NC(C3)(C)C)(C)C)C,C26H42N4O2,900,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,"Piperazine, 1,4-bis-(2,3-epoxypropyl)-2,5-dimethyl-",CC1CN(C(CN1CC2CO2)C)CC3CO3,C12H22N2O2,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Dl-p-hydroxy-alpha-methylphenethyl amine hydrobromide ,CC(CN)C1=CC=C(C=C1)O,C9H13NO,902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,N-Methyl-p-toluidine,CC1=CC=C(C=C1)NC,C8H11N,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,"Pyridine, 4-phenoxy-, 1-oxide",C1=CC=C(C=C1)OC2=CC=[N+](C=C2)[O-],C11H9NO2,904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861,"3-(N,n-di-n-butylamino)-2,5-dimethyl pyrazine",CCCCN(CCCC)C1=NC(=CN=C1C)C,C14H25N3,905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,"Benzamide, 4-methyl- ",CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,C29H31N7O,906,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863,"Purine, 2-amino-6-propoxy-",CCCOC1=NC(=NC2=C1NC=N2)N,C8H11N5O,907,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Phenanthrene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C=C3,C18H12,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Ethyl nicotinate ,CCOC(=O)C1=CN=CC=C1,C8H9NO2,909,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
866,Methyl(n-cyanomethyl-n-benzyl)-beta-aminopropionate,COC(=O)CCN(CC#N)CC1=CC=CC=C1,C13H16N2O2,910,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Thymine,CC1=CNC(=O)NC1=O,C5H6N2O2,911,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,"BENZALDEHYDE, 4-HYDROXY-",COC1=CC(=CC(=C1O)CN2N=C(N=N2)C3=CC=CC=C3)C=O,C16H14N4O3,912,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
869,"Pyridine, 3-(1-methyl-2-pyrrolidinyl)-, (S)-",CN1CCCC1C2=CN=CC=C2,C10H14N2,913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
870,Benzofuran,CC1CCC(C(=O)CN1S(=O)(=O)C2=CC=CC=N2)NC(=O)C(CC(C)C)NC(=O)C3=CC4=CC=CC=C4O3,C27H32N4O6S,914,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
871,Acetone,CC(=O)C,C3H6O,915,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,"Urea, 3-(p-methoxyphenyl)-1-methyl-1-nitroso-",CN(C(=O)NC1=CC=C(C=C1)OC)N=O,C9H11N3O3,916,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
873,Ethyl cyanoacetate,CCOC(=O)CC#N,C5H7NO2,917,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,"4-Pyrimidinecarboxylic acid, 5-amino-1,2,3,6-tetrahydro-2,6-dioxo-",C1(=C(NC(=O)NC1=O)C(=O)O)N,C5H5N3O4,918,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,"Carbanilic acid, n-heptyl ester",CCCCCCCOC(=O)NC1=CC=CC=C1,C14H21NO2,919,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
876,"Aniline, 3,4-diethoxy-",CCOC1=C(C=C(C=C1)NCCC2=CC=C(C=C2)C(F)(F)F)OCC,C19H22F3NO2,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,DIALLYLCYANAMIDE,C=CCN(CC=C)C#N,C7H10N2,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,"Benzene, 1,4-diethenyl-",CC[Si](CC)(CC)OCCOC1=CC(=C(C=C1C=C)OCCO[Si](CC)(CC)CC)C=C,C26H46O4Si2,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
879,"1,3-BIS(DIMETHYLAMINO)-2-PROPANOL",CN(C)CC(CN(C)C)O,C7H18N2O,923,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,"Pyrimidine, 4-amino-6-hydrazino-5-nitro-",C1=NC(=C(C(=N1)NN)[N+](=O)[O-])N,C4H6N6O2,924,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,"Benzaldehyde, 2-hydroxy-3-methoxy-",CC1=C(C(=C(C=C1)OC)O)C=O,C9H10O3,925,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,"Cyclohexane, (1-methylethyl)-",CC(=O)NC(C)(C)C1CCC(CC1)C(=O)OC,C13H23NO3,926,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,N-l-benzoyl lysine,C1=CC=C(C=C1)C(=O)NCCCCC(C(=O)O)N,C13H18N2O3,927,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
884,"1,2,6-Hexanetriol",C(CCO)CC(CO)O,C6H14O3,928,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
885,"1,2-Benzenedicarboxylic acid, 3-nitro-",C1CC(C(C1)N)N.C1=CC(=C(C(=C1)[N+](=O)[O-])C(=O)[O-])C(=O)[O-].[Pt+2],C13H15N3O6Pt,929,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,"Benzene, (2-propenyloxy)-",C1=C(C=C(C(=C1Cl)OCCCBr)Cl)OCC=C(Cl)Cl,C12H11BrCl4O2,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
887,"P-CRESOL, 2-PROPENTYL-",CC=CC1=C(C=CC(=C1)C)O,C10H12O,931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,"Benzoic acid, 4-(phenylazo)-",C1=CC=C(C=C1)NN=C(C2=CC=C(C=C2)C(=O)O)N=NC3=CC=CC=C3,C20H16N4O2,932,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,"1H-1,2,3-TRIAZOLE-4-CARBOXAMIDE, 5-(1-PYRROLIDINYLAZO)-",C1CCN(C1)N=NC2=NNN=C2C(=O)N,C7H11N7O,933,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
890,"Isoquinoline, 1,2,3,4-tetrahydro-",C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,C59H89N19O13S,934,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
891,"2-Butanone, 1-p-methoxyphenyl-",COC1=CC=C(C=C1)CC(=O)CCC2=NC3=CC=CC=C3S2,C18H17NO2S,935,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
892,2-Tetradecanol,CCCCCCCCCCCCC(C)O,C14H30O,936,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
893,2-Nonanone,CCCCCCCC(=O)C,C9H18O,937,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
894,Terpinol,CC1(CCC(CC1)C(C)(C)O[Si](C)(C)C)O[Si](C)(C)C,C16H36O2Si2,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,"Benzenemethanamine, N-phenyl-",C1=CC=C(C=C1)CN(C2=CC=CC=C2)C3=CC=C(C=C3)C=CC4=CC=CC=C4,C27H23N,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,"trans-1,2-Cyclobutanedicarboxylic acid",C1CC(C1C(=O)O)C(=O)O,C6H8O4,940,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Di-tert-butyl peroxide,CC(C)(C)OOC(C)(C)C,C8H18O2,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,3-Butenenitrile,C1=CC=C(C=C1)C=CC(C#N)OC(=O)C2=CC=CC=C2,C17H13NO2,943,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,"9H-Purine, 9-ethyl-6-hydrazino-",CCN1C=NC2=C(N=CN=C21)NN,C7H10N6,944,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3-Pyridinol,C1CCN(CC1)CC2=C(C=CC=N2)O,C11H16N2O,945,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
