CAS,0-200 Points,0-200 Peaks,0-200 AUC,200-300 Points,200-300 Peaks,200-300 AUC,300-400 Points,300-400 Peaks,300-400 AUC,400-500 Points,400-500 Peaks,400-500 AUC,500-600 Points,500-600 Peaks,500-600 AUC,600-700 Points,600-700 Peaks,600-700 AUC,700-800 Points,700-800 Peaks,700-800 AUC,800-900 Points,800-900 Peaks,800-900 AUC,900-1000 Points,900-1000 Peaks,900-1000 AUC,1000-1100 Points,1000-1100 Peaks,1000-1100 AUC,1100-1200 Points,1100-1200 Peaks,1100-1200 AUC,1200-1300 Points,1200-1300 Peaks,1200-1300 AUC,1300-1400 Points,1300-1400 Peaks,1300-1400 AUC,1400-1500 Points,1400-1500 Peaks,1400-1500 AUC,1500-1600 Points,1500-1600 Peaks,1500-1600 AUC,1600-1700 Points,1600-1700 Peaks,1600-1700 AUC,1700-1800 Points,1700-1800 Peaks,1700-1800 AUC,1800-1900 Points,1800-1900 Peaks,1800-1900 AUC,1900-2000 Points,1900-2000 Peaks,1900-2000 AUC,2000-2100 Points,2000-2100 Peaks,2000-2100 AUC,2100-2200 Points,2100-2200 Peaks,2100-2200 AUC,2200-2300 Points,2200-2300 Peaks,2200-2300 AUC,2300-2400 Points,2300-2400 Peaks,2300-2400 AUC,2400-2500 Points,2400-2500 Peaks,2400-2500 AUC,2500-2600 Points,2500-2600 Peaks,2500-2600 AUC,2600-2700 Points,2600-2700 Peaks,2600-2700 AUC,2700-2800 Points,2700-2800 Peaks,2700-2800 AUC,2800-2900 Points,2800-2900 Peaks,2800-2900 AUC,2900-3000 Points,2900-3000 Peaks,2900-3000 AUC,3000-3100 Points,3000-3100 Peaks,3000-3100 AUC,3100-3200 Points,3100-3200 Peaks,3100-3200 AUC,3200-3300 Points,3200-3300 Peaks,3200-3300 AUC,3300-3400 Points,3300-3400 Peaks,3300-3400 AUC,3400-3500 Points,3400-3500 Peaks,3400-3500 AUC,3500-3600 Points,3500-3600 Peaks,3500-3600 AUC,3600-3700 Points,3600-3700 Peaks,3600-3700 AUC,3700-3800 Points,3700-3800 Peaks,3700-3800 AUC,3800-3900 Points,3800-3900 Peaks,3800-3900 AUC,3900-4000 Points,3900-4000 Peaks,3900-4000 AUC,4000-4100 Points,4000-4100 Peaks,4000-4100 AUC,4100-4200 Points,4100-4200 Peaks,4100-4200 AUC,4200-4300 Points,4200-4300 Peaks,4200-4300 AUC,4300-4400 Points,4300-4400 Peaks,4300-4400 AUC,4400-4500 Points,4400-4500 Peaks,4400-4500 AUC,4500-4600 Points,4500-4600 Peaks,4500-4600 AUC,4600-4700 Points,4600-4700 Peaks,4600-4700 AUC,4700-4800 Points,4700-4800 Peaks,4700-4800 AUC,4800-4900 Points,4800-4900 Peaks,4800-4900 AUC,4900-5000 Points,4900-5000 Peaks,4900-5000 AUC,5000-5100 Points,5000-5100 Peaks,5000-5100 AUC
C10522266,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,1.0,48.05559259112829,25,3.0,96.12058794745275,25,4.0,96.0068985234697,25,4.0,96.04351648137569,25,1.0,95.71220818048818,25,1.0,94.71076257444496,25,0.0,95.83132770446866,25,4.0,95.74265844994781,25,2.0,95.50273722425754,25,1.0,95.42033439338766,25,3.0,96.0634309938073,25,5.0,96.11042047856817,25,6.0,96.13630242294458,25,4.0,96.1319343708644,25,4.0,96.13799350733518,25,3.0,96.12317381058313,25,8.0,96.13302991209942,25,6.0,96.13560466116408,25,5.0,96.12622511324575,25,5.0,96.11990209268744,25,2.0,96.09867941953648,25,2.0,96.01145844241546,25,0.0,95.82601716446845,25,1.0,92.82545550534603,25,1.0,88.32889107383969,25,0.0,95.78489638574013,25,4.0,96.0508352467317,25,5.0,96.12460889400742,25,4.0,96.13099774782049,25,5.0,96.12035569259974,25,5.0,96.11214385868813,25,1.0,95.87487946062916,25,4.0,96.08575482623715,12,2.0,44.03515567900485,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C1546798,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,4.0,47.85685033475128,52,1.0,96.50461691039537,52,1.0,94.23835060629733,52,1.0,96.09729131449947,52,1.0,94.2111127221038,52,2.0,94.21886652898426,51,2.0,78.92500974770968,52,2.0,74.27959140445829,52,1.0,94.59239632564663,52,2.0,90.24373281686204,52,2.0,96.61249166963898,52,3.0,97.44924901800405,51,1.0,85.37700524039441,52,1.0,97.57656538713175,52,5.0,98.24474837813584,52,8.0,98.4554687359549,52,9.0,98.44135471105216,52,7.0,98.44529345966399,51,11.0,96.46018842657188,52,7.0,98.38177807590256,52,9.0,98.41830410557968,52,6.0,98.52962043683095,52,11.0,98.64096413041538,52,9.0,98.72340410778014,51,9.0,96.81324140883514,52,13.0,98.80498652483386,52,4.0,98.25838044791344,52,11.0,98.7740440061204,52,12.0,98.67556948825933,52,11.0,98.55126262299981,51,5.0,96.35271259887172,52,11.0,98.45577974413956,52,10.0,98.44106452619722,52,12.0,98.43378848597547,52,12.0,98.43272574215081,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C19819988,0,0,0,0,0.0,0.0,0,0.0,0.0,13,2.0,43.945058658313506,25,3.0,92.33133738394247,25,8.0,94.75495236416441,25,2.0,69.46361968164476,25,3.0,91.90280996187809,25,1.0,86.78334637203739,25,1.0,49.29105999588925,25,2.0,81.87684111437652,25,2.0,84.01750646804382,25,2.0,77.10547472846315,25,2.0,72.6888866873888,25,2.0,90.17814003345023,25,5.0,93.88322183695982,25,5.0,95.33919291625088,25,2.0,94.73755763421718,25,5.0,94.4289868761584,25,4.0,95.81522971020539,25,6.0,96.58066808273234,25,9.0,96.54255398314186,25,2.0,96.24643572007467,25,8.0,96.0285152000674,25,7.0,96.1407414096233,25,5.0,95.39608514730902,25,1.0,92.27035499968684,25,1.0,70.33909265972224,25,1.0,42.80380347135486,25,2.0,59.562510386397804,25,2.0,93.01209347197872,25,8.0,96.53597052422413,25,6.0,96.33353076103616,25,8.0,96.21366741115415,25,8.0,95.88782247893243,25,2.0,84.50523653526372,25,7.0,95.92744525180252,25,8.0,96.09283819660158,17,4.0,64.22622459111574,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2618964,0,0,0,0,0.0,0.0,6,0.0,3.7185692965193766,99,4.0,78.42156547073805,100,6.0,56.039654202038285,100,4.0,73.28472188496701,101,3.0,73.52389739394235,99,7.0,61.31885410700209,100,4.0,85.54144919691078,100,5.0,75.97512742496896,101,4.0,55.59053504798811,99,1.0,81.36514624381924,100,5.0,51.35325432699099,100,3.0,79.90154283977185,100,5.0,88.74524709344358,100,2.0,89.08430645421976,100,1.0,88.88034002737444,100,3.0,87.31878777037257,101,6.0,86.83122370327122,99,0.0,82.73111962673546,101,4.0,82.20967758768259,100,1.0,79.39151806632188,100,0.0,79.05781245266883,100,0.0,78.2568400708607,100,0.0,76.95918216874524,100,4.0,73.77778561266683,99,5.0,72.76305547322599,101,2.0,74.92090157653769,100,0.0,70.36692346280421,100,1.0,52.125531038522176,99,1.0,41.06088016012668,101,0.0,66.49810004420311,100,5.0,71.86922744772055,100,0.0,70.4790518784341,99,2.0,68.46190988301542,101,1.0,69.21478489334662,100,1.0,67.35047770689786,2,0.0,0.6745591504762933,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2459076,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,6.0,50.14675137916236,51,8.0,96.01051130647764,52,5.0,96.62276070748742,52,6.0,98.00709226920797,52,7.0,98.01826138234732,52,3.0,97.31866976036552,52,2.0,92.52031811558089,51,1.0,91.74923837978321,52,3.0,93.88090898517638,52,1.0,96.72865059502074,52,3.0,97.49678634170108,52,4.0,97.68082717065842,52,3.0,92.98651656653968,51,6.0,96.23003849760477,52,4.0,98.21084681065456,52,11.0,98.35274012209001,52,11.0,98.35737736389223,52,11.0,98.38985306964891,52,11.0,98.41257737192777,52,12.0,98.40044427083134,51,8.0,96.47411160822365,52,12.0,98.4213416369094,52,12.0,98.42689744924776,52,6.0,98.15623135976796,52,5.0,97.17927125381405,52,5.0,97.08545384853866,51,10.0,96.3613232734658,52,10.0,98.43795508405563,52,13.0,98.43716291753651,52,13.0,98.37284570003747,52,11.0,98.41191474185158,52,12.0,98.43197130409993,51,13.0,96.50408162464777,52,11.0,98.44728211367682,52,15.0,98.43407305603051,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C1641094,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,4.0,48.152513616949435,52,3.0,97.50375760920315,52,2.0,96.89690996065364,52,4.0,97.25279115145318,52,8.0,98.1856287457381,52,9.0,98.33068334874156,51,6.0,96.35636426605956,52,9.0,98.31744482978377,52,4.0,98.14752314458852,52,6.0,98.11304555684924,52,4.0,98.21259410243535,52,11.0,98.3608991779415,51,9.0,96.31946123687301,52,11.0,98.40720886693279,52,11.0,98.40435478063657,52,13.0,98.38576736871912,52,12.0,98.38720773799064,52,5.0,98.0345590720544,51,11.0,96.46001004334354,52,15.0,98.38911680650169,52,11.0,98.41086103129332,52,12.0,98.38742477912758,52,12.0,98.34916230097767,52,13.0,98.37345117637263,51,11.0,96.47685441616412,52,14.0,98.38882275541775,52,9.0,98.29551505394245,52,12.0,98.39738768848703,52,10.0,98.38230046479322,52,13.0,98.38699826434288,51,13.0,96.4595538447663,52,10.0,98.3800117161998,52,10.0,98.36861393565873,52,12.0,98.39448132415173,52,11.0,98.38315875197445,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C51135967,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,4.0,49.80905484305498,51,7.0,95.44193916942343,52,4.0,95.5850985502834,52,12.0,97.84724732820916,52,7.0,97.46654676901674,52,10.0,97.28706381792475,52,8.0,96.56437167953808,51,11.0,95.36153281535492,52,2.0,96.74019516362286,52,3.0,97.10481549159084,52,5.0,98.06182778368583,52,7.0,98.18721372435506,52,12.0,98.25232256398024,51,11.0,96.30359686370585,52,11.0,98.25080971482627,52,11.0,98.32873539329873,52,11.0,98.33171005313973,52,12.0,98.32832506912234,52,12.0,98.31148593089065,52,14.0,98.31591687742225,51,13.0,96.37140179430968,52,13.0,98.16412012903004,52,6.0,97.70485718421308,52,6.0,96.10527278924135,52,3.0,93.60513118641151,52,2.0,96.86646820571472,51,9.0,96.3123949722408,52,12.0,98.34454734770274,52,11.0,98.30683744904671,52,10.0,98.289726612722,52,12.0,98.27307548107414,52,10.0,98.03044403349247,51,10.0,96.41025009643234,52,15.0,98.28958053247602,52,14.0,98.3189041363188,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C1535757,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,6.0,49.7017747905679,51,6.0,93.90396510137003,52,2.0,94.11914398259981,52,10.0,97.71974041404103,52,6.0,97.60260426098579,52,14.0,97.75769917550785,52,1.0,83.15228859925004,51,1.0,60.19191269681162,52,2.0,95.31245106682738,52,3.0,96.25074851853134,52,2.0,94.69106371978089,52,3.0,94.33545087577062,52,8.0,98.26447061701141,51,12.0,96.4510897436613,52,10.0,98.41115304579844,52,11.0,98.44259873320816,52,11.0,98.49243538480899,52,11.0,98.66290908850168,52,12.0,98.55620131908911,52,11.0,98.30982083600293,51,13.0,96.66273000363971,52,10.0,98.65436021243774,52,11.0,98.73127407053467,52,10.0,98.71748751153004,52,11.0,98.6981012454346,52,6.0,97.46195489572091,51,10.0,96.65932923074747,52,13.0,98.64752607072725,52,11.0,98.64944521588684,52,4.0,97.56948045880004,52,7.0,97.92097477142443,52,9.0,98.72590015584572,51,11.0,96.78874832286886,52,11.0,98.64903170974934,52,11.0,98.63333845150525,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C22737377,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,1.0,47.326424381705195,51,2.0,91.00249305370544,52,1.0,82.11007592074546,52,1.0,55.76414298031172,52,2.0,91.92796765651053,52,7.0,97.30401175772464,52,12.0,98.60081296108142,51,2.0,82.97004798327355,52,1.0,94.83386656099199,52,2.0,97.17708954552812,52,10.0,98.589129212314,52,12.0,98.87047018781604,52,11.0,98.86210717198024,51,5.0,96.75617525891101,52,8.0,98.64112265614679,52,10.0,98.84052820091783,52,13.0,98.83462141329272,52,14.0,98.93594923870482,52,10.0,99.00669418993311,52,11.0,98.96344926525772,51,11.0,97.06008787721764,52,12.0,98.87560905096957,52,8.0,98.55830564906304,52,2.0,96.27692092509822,52,2.0,88.33787207349967,52,4.0,96.53549086762882,51,8.0,96.3361794391233,52,7.0,98.68367780977542,52,8.0,98.67340580499463,52,12.0,98.95793165588402,52,14.0,98.84639261241789,52,12.0,98.6531660464965,51,10.0,96.6401871983112,52,12.0,98.8407272258724,52,11.0,98.94134868298701,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2251652,0,0,0,0,0.0,0.0,0,0.0,0.0,43,0.0,33.022784260030974,100,8.0,79.43976487108873,100,10.0,60.22928245603136,100,7.0,64.61938908128266,100,5.0,73.70657109939899,100,5.0,57.81665189871774,100,4.0,66.66186430852296,100,5.0,18.37744087564526,100,4.0,63.18538866940135,100,3.0,56.61818203636102,99,5.0,80.89641593252288,101,11.0,87.67290287900882,100,5.0,78.81024587677864,100,4.0,51.41246955245303,100,4.0,82.3069475958428,100,2.0,90.20779176411774,100,9.0,95.18270460198518,100,5.0,95.63672447664695,100,13.0,95.10253968740837,100,12.0,95.99133970022514,100,15.0,94.8783967354479,100,4.0,93.20079562200176,100,5.0,91.9399140968216,100,4.0,91.55496343522853,100,10.0,89.54277991104304,100,14.0,88.54951674147517,100,10.0,86.34042766378373,99,8.0,88.76688600980604,101,12.0,92.10892634969122,100,12.0,91.24138345971505,100,8.0,90.07286181723764,100,7.0,90.48384447902234,99,10.0,90.74393743670802,97,9.0,88.89962117763272,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2713339,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,1.0,47.96090650729212,52,6.0,98.08760277900693,52,4.0,96.34323692768992,52,2.0,96.8987495129061,52,4.0,97.37286628845386,52,4.0,97.93962525167075,51,3.0,91.49848507209644,52,3.0,93.58277827058399,52,2.0,97.02269698753874,52,1.0,96.61911484802205,52,1.0,91.05659185355145,52,2.0,96.97690720516412,51,8.0,96.37773017626279,52,6.0,98.27634406541686,52,7.0,98.38710584122597,52,4.0,98.37172257489019,52,11.0,98.41663845046722,52,9.0,98.38578720411685,51,9.0,96.41380644136935,52,11.0,98.3388612098489,52,13.0,98.39252988036307,52,10.0,98.4461234272828,52,12.0,98.47264687556765,52,11.0,98.50429645908652,51,11.0,96.62063458038689,52,8.0,98.41470209467086,52,12.0,98.58256564242632,52,11.0,98.57169983904436,52,10.0,98.51335766171835,52,12.0,98.4765318025065,51,12.0,96.55351380536642,52,3.0,96.90237510169035,52,12.0,98.44854198370788,52,11.0,98.4070555332355,52,13.0,98.43845102952406,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C19550540,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,2.0,48.01750617073044,25,5.0,96.03731873363523,25,3.0,95.96147048346214,25,2.0,95.770868182166,25,2.0,95.46215809427252,25,0.0,95.44960443774258,25,1.0,95.48089525785153,25,1.0,95.57884229576955,25,1.0,95.34293782576536,25,1.0,95.39938180774593,25,2.0,95.95171617310429,25,4.0,95.99008139604237,25,5.0,96.05020743174882,25,6.0,96.04988344356221,25,5.0,96.05707337760253,25,6.0,96.06215550791403,25,6.0,96.05238099583595,25,5.0,96.05411879176808,25,2.0,96.04407015596072,25,8.0,96.0245079344649,25,5.0,96.0097216014296,25,4.0,95.96038193226826,25,1.0,95.82864097982024,25,0.0,94.16201173200142,25,2.0,91.31576264471175,25,0.0,95.52530290893645,25,3.0,95.93723279219901,25,6.0,96.0185569537536,25,5.0,96.03449342752077,25,5.0,96.0356058860877,25,5.0,96.043203332124,25,1.0,95.91926596078027,25,5.0,96.04698191583199,12,1.0,44.01380223598219,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2554758,0,0,0,0,0.0,0.0,13,0.0,9.12947573959831,101,4.0,82.13750757371967,100,1.0,89.63511531537696,100,3.0,91.07430700658905,99,5.0,80.50918733732973,101,4.0,83.35917789129466,100,5.0,80.54629036234961,100,2.0,77.3374643128244,99,3.0,68.35922645461743,101,2.0,51.30341708728781,100,2.0,43.55716852434174,100,3.0,47.98041331929606,100,4.0,33.11618319344985,100,3.0,70.13108352096542,100,0.0,81.73581672176621,100,0.0,75.66827357867248,100,5.0,71.64453167446844,100,0.0,68.2629195892652,100,0.0,63.589267916846204,100,0.0,59.697848502254,100,0.0,56.498762953806924,100,4.0,55.03883724838812,100,0.0,53.86359475692819,100,6.0,52.63105379908446,100,0.0,50.34556908965522,100,0.0,46.52601027598402,100,2.0,45.06842531636006,100,2.0,46.88708715907998,100,3.0,46.67177828097541,100,0.0,45.003799808714426,100,0.0,43.25489093476095,100,0.0,41.83585249030438,100,0.0,40.85089416429014,100,0.0,39.95240080229748,86,0.0,33.691027405232646,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2432873,0,0,0,0,0.0,0.0,4,0.0,2.4861759531438254,100,5.0,82.47493417821046,100,5.0,84.32798509913731,100,3.0,86.41600356102067,100,1.0,80.70218910737951,100,3.0,80.24691325971874,100,4.0,72.321393371276,100,4.0,53.164637542788725,100,3.0,25.751778565749923,100,2.0,32.973905352697905,100,2.0,46.60106870050513,100,4.0,58.32651779070916,100,2.0,84.89460678739793,100,0.0,78.62827050662135,100,2.0,49.488740835368624,100,0.0,85.6346331391147,100,4.0,86.73741071321403,100,11.0,86.63182858351901,100,0.0,87.43495425322803,100,9.0,86.08941463810231,100,11.0,85.92689132982457,100,14.0,86.57927832804188,100,3.0,85.46034674507779,100,1.0,83.58293399192806,100,1.0,81.77678246551785,100,2.0,40.99331608127384,100,1.0,14.658154782387234,100,0.0,82.24170623785972,100,0.0,87.88312898414148,100,2.0,89.160438374145,100,19.0,89.4031796661562,100,7.0,87.72880896304737,100,16.0,87.6771344532126,100,16.0,86.44565702669024,93,14.0,80.12648977830533,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2370630,0,0,0,0,0.0,0.0,0,0.0,0.0,13,4.0,46.07029274109561,25,7.0,92.35320895439503,25,7.0,92.86287522322587,25,7.0,93.92610037708172,25,6.0,88.28873474726298,25,1.0,83.69937585423446,25,2.0,79.36033326419314,25,2.0,32.775223874521366,25,0.0,76.74459675259135,25,2.0,71.24626051227852,25,2.0,81.15498418233412,25,7.0,93.65182639244574,25,1.0,89.5613662471579,25,1.0,67.74481218290911,25,2.0,93.9389679814293,25,7.0,94.20520891545269,25,3.0,95.02110713520764,25,6.0,95.06128639107556,25,5.0,95.414881463097,25,5.0,96.07605203327844,25,8.0,96.05349289695067,25,8.0,96.43777491215042,25,5.0,95.80900688465786,25,3.0,93.67936224427234,25,1.0,77.84638013560601,25,2.0,67.74346389059016,25,1.0,91.20687558365948,25,5.0,95.3411648779023,25,9.0,96.12315686767136,25,7.0,96.39021030200729,25,6.0,95.94598057237963,25,6.0,96.1958075089811,25,7.0,96.05461188649316,25,8.0,96.05916168182587,25,6.0,96.28150917735633,17,4.0,64.11194565926121,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C1721262,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,4.0,50.10622049357524,51,8.0,96.50609732569097,52,1.0,91.18587286893585,52,4.0,95.70667936131652,52,5.0,96.88750638681346,52,2.0,73.08340768052975,52,2.0,76.58193725656324,51,2.0,56.42145558417661,52,1.0,89.06907845599264,52,1.0,83.22542173990077,52,1.0,86.46756205363313,52,3.0,94.87908231986741,52,1.0,70.58560018775033,51,4.0,95.73526425152697,52,2.0,97.51771480768075,52,6.0,98.27191225060565,52,8.0,98.33533494459112,52,9.0,98.35270910443964,52,11.0,98.37580961419508,52,10.0,98.43026337089154,51,7.0,96.61462823887614,52,11.0,98.54265345176029,52,11.0,98.36283310647961,52,1.0,96.28674286387943,52,2.0,85.3010885918538,52,2.0,90.69288799401446,51,6.0,95.72997970385843,52,11.0,98.67800737503737,52,14.0,98.76286891479346,52,6.0,98.39816929502345,52,12.0,98.86317842690914,52,11.0,98.89727855701649,51,11.0,96.91661378993547,52,10.0,98.79947146424375,52,12.0,98.75366669864005,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C19347730,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,1.0,47.58638569241828,51,2.0,92.94767425721476,52,5.0,92.88624936133802,52,5.0,95.71287645495855,52,5.0,89.71067401931329,52,6.0,93.70789224324454,52,10.0,96.70040883484866,51,9.0,94.18052213778586,52,2.0,96.21642501690827,52,1.0,96.17418745865524,52,10.0,98.36235487262717,52,10.0,98.35407271163339,52,1.0,92.49153974479486,51,1.0,85.94485474505012,52,13.0,97.99741400051798,52,5.0,98.06345194116714,52,4.0,96.15481565625336,52,11.0,98.38336360302229,52,13.0,98.43848124568703,52,13.0,98.50658408058123,51,11.0,96.57927624274889,52,13.0,98.41357864874,52,11.0,98.2859726415624,52,4.0,96.08859898811181,52,2.0,90.14559358311149,52,10.0,97.75157413676163,51,12.0,96.55287587033109,52,12.0,98.54564639824426,52,9.0,98.56043966331544,52,11.0,98.5430377857145,52,12.0,98.26428089861699,52,11.0,98.35043360188321,51,11.0,96.5642604003318,52,13.0,98.53418632695585,52,12.0,98.50778460561338,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C3373102,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,1.0,47.819836461923146,25,2.0,96.06692164275782,25,2.0,95.97579985950135,25,2.0,95.76013119653524,25,2.0,96.02868843276165,25,3.0,95.75659246081388,25,2.0,95.85665014190128,25,1.0,95.81335397290593,25,2.0,95.37137756675091,25,1.0,95.30469964863899,25,2.0,95.74151068286278,25,3.0,96.0451864302488,25,3.0,96.05996444065217,25,1.0,96.07224352390105,25,5.0,96.08729018520798,25,4.0,96.10310249265831,25,5.0,96.0984714409278,25,5.0,96.1016864593924,25,4.0,96.09773303889216,25,4.0,96.08963696544771,25,6.0,96.08426192270039,25,3.0,96.04969042388699,25,2.0,95.96704125227109,25,1.0,94.67013413875345,25,2.0,90.29708570786411,25,2.0,95.26845345703111,25,1.0,95.90836044103467,25,4.0,96.03835733056894,25,5.0,96.08177195944218,25,6.0,96.09324210823875,25,3.0,96.09305327145239,25,6.0,96.09704964181765,25,4.0,96.09333942731939,12,2.0,44.037946975566065,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C35120106,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,6.0,48.18080195150105,52,9.0,98.18305590823304,52,9.0,98.20265592874281,52,7.0,98.28233106234869,52,4.0,97.80992381487238,52,8.0,98.25206298560083,51,8.0,96.31046014723672,52,5.0,97.97453005441777,52,3.0,98.12278311650775,52,1.0,97.35785794736577,52,10.0,98.2640288719807,52,9.0,98.34431039062413,51,13.0,96.44581460085335,52,13.0,98.39215963937271,52,13.0,98.38625991034948,52,11.0,98.36351102191439,52,10.0,98.39153695447652,52,9.0,98.31742844076634,51,10.0,96.4452689738648,52,11.0,98.3626224401385,52,12.0,98.4060781364579,52,8.0,98.39618731763213,52,11.0,98.39539230155982,52,5.0,98.0801174578825,51,4.0,95.18137841594861,52,6.0,98.15861426194438,52,8.0,98.2710132226788,52,13.0,98.31302016265947,52,12.0,98.32905411834705,52,13.0,98.3304144022145,51,12.0,96.3993215184005,52,11.0,98.32883643679634,52,14.0,98.3433023918518,52,10.0,98.35029167667378,52,11.0,98.34109891819513,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
